"gene","Gn","Gc","Gmax","Gsum","N_term_thread","C_term_thread","ENT.ID","num_zipper_nc","num_loop_contacting_res","num_cross_nearest_neighbors","min_N_prot_depth_left","min_C_prot_depth_right","Travatos_G","Length","Entanglement","Cov_Entanglement","Total_Mutations_n","mean_SASA","disease","Essential","p1","p0","Delta_2RF"
"Q8IYQ7",0.97176,0.87779,0.97176,1.50872,3,1,8,23,132,37,0.7187079,0.1076716,1.326,743,"Yes","No",6,49.8662078683661,"No","No",0.168,0.23,-0.062
"Q8IYR0",0.65482,0.64635,0.65482,1.12424,1,1,2,9,104,20,0.3794212,0.4533762,1.243,622,"Yes","No",7,67.7726854752187,"No","No",0.205,0.612,-0.407
"Q8IYR2",1.05965,0.90162,1.05965,1.51468,1,1,8,62,116,49,0.7686567,0.6330846,1.297,804,"Yes","No",20,56.0591104591169,"No","No",0.308,0.843,-0.535
"Q8IYS1",0.79438,0.86823,0.86823,0.9621,1,1,4,67,72,32,0.4541284,0.6376147,1.676,436,"Yes","No",3,48.646417858555,"No","No",0.124,0.184,-0.06
"Q8IYS2",0.76658,0.7536,0.76658,1.35912,1,1,4,38,69,36,0.8233438,0.2949527,1.035,634,"Yes","No",1,59.8353918680473,"No","No",0.072,0.039,0.033
"Q8IYS5",0.86253,0.01589,0.86253,0.87627,1,0,2,3,39,25,0.5567376,0,0.903,282,"Yes","No",0,78.4654821621702,"No","No",0.07,0.151,-0.081
"Q8IYT2",1.17713,0.83626,1.17713,1.22657,1,3,9,49,158,53,0.8558442,0.5896104,1.78,770,"Yes","No",7,48.7064073065117,"No","No",0.205,0.401,-0.196
"Q8IYT4",0.62941,0.81924,0.81924,0.827,1,1,2,5,62,26,0.5408922,0.2620818,1.184,538,"Yes","No",13,81.5941674510409,"Yes","No",0.917,0.686,0.231
"Q8IYU2",0.08741,0.65447,0.65447,0.74188,0,1,1,1,37,22,0,0.03080308,0.818,909,"Yes","No",3,56.2070340210737,"Yes","No",0.707,0.594,0.113
"Q8IYU8",0.61181,0,0.61181,0.61181,1,0,1,6,61,20,0.3917051,0,1.008,434,"Yes","No",6,70.5274823362442,"No","No",0.195,0.855,-0.66
"Q8IYV9",0.7222,0.06065,0.7222,0.78285,1,0,1,1,25,17,0.5685714,0,0.764,350,"Yes","No",2,78.8527232035886,"No","No",0.085,0.509,-0.424
"Q8IYX4",0.84123,0.87576,0.87576,0.95223,1,1,4,36,46,25,0.3966006,0.7110482,1.6,353,"Yes","No",1,67.8927841519263,"No","No",0.125,0.03,0.095
"Q8IZ07",0.72012,0.69593,0.72012,0.93884,3,1,3,12,100,44,0.2101695,0.3101695,0.958,590,"Yes","No",2,68.7709332226949,"No","No",0.079,0.127,-0.048
"Q8IZ13",0.75946,0.77291,0.77291,1.31401,1,1,4,28,74,38,0.2962963,0.1010101,1.029,594,"Yes","No",1,55.1238852478822,"No","No",0.046,0.322,-0.276
"Q8IZ41",0.62489,0.06212,0.62489,0.68701,1,0,1,23,41,26,0.7364865,0,1.303,740,"Yes","No",4,95.9318129866622,"No","No",0.133,0.128,0.005
"Q8IZ52",0.8621,0.82067,0.8621,1.05491,1,1,6,29,56,26,0.8245161,0.64,1.258,775,"Yes","No",5,65.9765326882684,"No","No",0.111,0.425,-0.314
"Q8IZ69",0.80761,1.18876,1.18876,1.40221,1,1,5,64,73,48,0.6976,0.5648,1.417,625,"Yes","No",4,59.9680192146336,"Yes","No",0.736,0.404,0.332
"Q8IZ73",0.84506,0.71255,0.84506,0.88016,1,1,3,28,44,24,0.5688073,0.6146789,1.345,545,"Yes","No",2,73.5670330844037,"No","No",0.116,0.144,-0.028
"Q8IZ83",0.95946,0.91431,0.95946,1.10998,1,1,9,23,127,30,0.8279302,0.7693267,1.546,802,"Yes","No",7,40.8670252303466,"Yes","No",0.791,0.289,0.502
"Q8IZA0",0.93969,0.90089,0.93969,1.01372,1,1,3,31,39,25,0.7578646,0.1963775,1.853,1049,"Yes","Yes",10,84.586669558551,"Yes","No",0.83,0.261,0.569
"Q8IZD6",1.49057,0.90253,1.49057,2.3931,2,1,5,97,107,44,0.5722121,0.6873857,1.673,547,"Yes","No",3,55.3608286280475,"Yes","No",0.783,0.131,0.652
"Q8IZD9",1.21585,0.9047,1.21585,2.12055,7,1,12,67,126,88,0.6684729,0.9724138,1.616,2030,"Yes","No",6,68.2361076968493,"Yes","No",0.78,0.193,0.587
"Q8IZF0",0.90425,0.79187,0.90425,1.40574,1,3,6,50,198,53,0.3176064,0.6588032,1.589,1738,"Yes","No",77,67.0489851340967,"Yes","No",0.962,0.55,0.412
"Q8IZF2",0.02287,0.70379,0.70379,0.72666,0,1,1,3,39,20,0,0.2674591,1.505,1346,"Yes","No",11,62.9411307184562,"No","No",0.184,0.479,-0.295
"Q8IZF3",0.75668,0.80978,0.80978,0.95108,1,1,2,20,61,26,0.505036,0.4431655,1.661,695,"Yes","No",3,64.4273221610878,"No","No",0.116,0.29,-0.174
"Q8IZF4",0.70797,1.30708,1.30708,1.44861,1,1,2,13,57,28,0.3617424,0.5662879,1.509,528,"Yes","No",8,61.7580144522197,"No","No",0.281,0.667,-0.386
"Q8IZF5",0.81004,1.71865,1.71865,1.87242,1,2,5,16,59,29,0.6645042,0.8063021,2.034,1079,"Yes","No",19,66.382141405431,"No","No",0.269,0.85,-0.581
"Q8IZI9",0.97621,0,0.97621,0.97621,1,0,1,5,46,20,0.4744898,0,1.255,196,"Yes","Yes",8,72.198663314898,"Yes","No",0.768,0.897,-0.129
"Q8IZJ0",0.91481,0,0.91481,0.91481,1,0,1,7,47,23,0.485,0,1.218,200,"Yes","Yes",7,72.79524715043,"No","No",0.258,0.743,-0.485
"Q8IZJ1",1.06761,0.86083,1.06761,1.83042,1,1,6,53,91,44,0.7978836,0.8878307,1.509,945,"Yes","No",11,73.2071754722286,"No","No",0.195,0.584,-0.389
"Q8IZK6",0.7647,0.02519,0.7647,0.78989,1,0,1,1,30,20,0.2932862,0,0.793,566,"Yes","No",5,70.6017413561838,"No","No",0.152,0.218,-0.066
"Q8IZL9",0.67086,0.81844,0.81844,0.89751,1,1,2,5,39,25,0.6358382,0.7687861,1.158,346,"Yes","No",3,55.4995865562139,"Yes","No",0.773,0.181,0.592
"Q8IZM9",1.71301,0.93429,1.71301,1.76296,2,3,3,222,130,73,0.1425439,0.25,2.383,456,"Yes","No",3,57.0478659055263,"No","No",0.165,0.097,0.068
"Q8IZP7",0.67912,0.14188,0.67912,0.74505,1,0,3,27,67,33,0.7515924,0,1.258,471,"Yes","No",2,79.6664543247898,"No","No",0.078,0.498,-0.42
"Q8IZQ1",0.86568,0.85433,0.86568,1.04582,1,1,7,71,118,35,0.3201929,0.6471923,1.23,1400,"Yes","No",25,64.8617892316157,"Yes","No",0.953,0.965,-0.012
"Q8IZS8",0.99756,0.87164,0.99756,1.06861,3,1,12,32,120,47,0.8093492,0.5426214,1.613,1091,"Yes","Yes",4,52.4456511413272,"No","No",0.183,0.404,-0.221
"Q8IZT8",0.83359,0.7076,0.83359,0.83926,1,1,3,45,61,30,0.5231214,0.5549133,1.304,346,"Yes","No",0,69.5114714736012,"No","No",0.11,0.06,0.05
"Q8IZU2",0.78819,0.92369,0.92369,1.22661,3,1,7,18,83,50,0.887292,0.5037821,1.161,1322,"Yes","No",11,46.3713614140484,"No","No",0.215,0.4,-0.185
"Q8IZU8",0.86915,0.85214,0.86915,1.16151,1,1,7,34,88,35,0.8490099,0.6839934,1.363,1212,"Yes","No",6,51.164505499495,"No","No",0.173,0.547,-0.374
"Q8IZV5",1.05866,0.12627,1.05866,1.06928,1,0,2,28,45,24,0.5747801,0,1.312,341,"Yes","No",0,57.7605765335367,"Yes","No",0.685,0.33,0.355
"Q8IZY2",1.18363,0.867,1.18363,1.22699,3,7,13,26,228,70,0.9412861,0.5973905,1.667,2146,"Yes","No",49,53.9566974813532,"Yes","No",0.959,0.961,-0.002
"Q8J025",1.00783,1.10879,1.10879,1.46626,5,3,5,41,86,49,0.151751,0.1070039,1.285,514,"Yes","No",10,65.5712653662957,"Yes","No",0.891,0.776,0.115
"Q8N0S6",0.73793,1.09263,1.09263,1.22017,1,3,4,29,60,40,0.2180233,0.4622093,1.488,344,"Yes","No",4,62.9009982839128,"No","No",0.144,0.193,-0.049
"Q8N0U4",0.71282,0.77151,0.77151,0.94677,1,1,2,50,31,21,0.8239796,0.627551,1.231,392,"Yes","No",5,64.4365926690459,"No","No",0.201,0.52,-0.319
"Q8N0V4",0.74917,0.69396,0.74917,0.75589,3,3,3,13,38,41,0.4275229,0.01834862,1.048,545,"Yes","No",5,55.1299211101982,"No","No",0.136,0.107,0.029
"Q8N0V5",0.99843,0.7728,0.99843,1.56479,1,1,5,28,65,30,0.5746269,0.7064677,1.221,402,"Yes","No",8,51.5280647904378,"Yes","No",0.816,0.436,0.38
"Q8N0W3",1.65621,1.22702,1.65621,1.8793,2,1,10,116,86,33,0.8570111,0.797048,2.053,1084,"Yes","No",30,42.7049583263911,"Yes","No",0.954,0.896,0.0579999999999999
"Q8N0W4",1.01066,0.8961,1.01066,1.66021,1,1,7,64,112,43,0.4546569,0.754902,1.277,816,"Yes","No",18,68.356297173973,"Yes","No",0.898,0.87,0.028
"Q8N0X2",0.60863,0.67939,0.67939,0.76004,1,1,2,3,50,18,0.5689382,0.03328051,0.991,631,"Yes","No",7,78.8633636740887,"No","No",0.196,0.655,-0.459
"Q8N0X4",1.09461,0.04523,1.09461,1.13984,1,0,1,13,29,25,0.1411765,0,1.666,340,"Yes","No",4,54.7282646774588,"No","No",0.175,0.426,-0.251
"Q8N0Y7",0.87661,0.62786,0.87661,0.95802,1,1,3,10,44,26,0.2244094,0.2716535,1.164,254,"Yes","No",1,48.9476028831575,"No","No",0.137,0.366,-0.229
"Q8N0Z6",0.11431,0.64888,0.64888,0.76319,0,1,1,13,32,28,0,0.07727273,0.871,440,"Yes","No",6,50.1897575119636,"Yes","No",0.81,0.303,0.507
"Q8N0Z8",1.07953,0.85421,1.07953,1.83954,1,1,5,50,76,51,0.4422442,0.7392739,1.393,303,"Yes","No",5,54.3358445612409,"No","No",0.165,0.01,0.155
"Q8N0Z9",0.64144,0.10346,0.64144,0.7449,1,0,1,3,26,18,0.6388889,0,0.874,540,"Yes","No",2,77.7732183703074,"No","No",0.099,0.351,-0.252
"Q8N104",0.06153,0.75801,0.75801,0.81954,0,1,1,3,11,14,0,0.1846154,1.068,65,"Yes","No",4,93.9788495738461,"No","NT",0.072,0.39,-0.318
"Q8N109",0.95169,0.66947,0.95169,0.95187,1,1,3,1,37,24,0.408,0.4533333,0.976,375,"Yes","No",0,91.1413118591627,"No","NT",0.037,0.086,-0.049
"Q8N118",0.04727,0.74575,0.74575,0.79302,0,3,3,18,118,55,0,0.388998,1.094,509,"Yes","No",4,52.041955629501,"No","No",0.141,0.043,0.098
"Q8N119",0.81697,0.97016,0.97016,1.78713,1,1,2,84,85,45,0.5905097,0.01757469,1.258,569,"Yes","No",15,61.1708969971459,"Yes","No",0.89,0.799,0.091
"Q8N122",1.14929,0.84277,1.14929,1.85095,5,3,9,63,102,82,0.7707865,0.7378277,1.453,1335,"Yes","No",1,59.8153184877154,"No","Yes",0.122,0.131,-0.00900000000000001
"Q8N130",0.9337,0.60164,0.9337,1.53534,1,1,2,172,87,47,0.1535893,0.2554257,1.325,599,"Yes","No",27,64.9965257966978,"Yes","No",0.963,0.973,-0.01
"Q8N135",0.81143,0.7697,0.81143,0.84189,3,3,3,15,42,45,0.4171322,0.01862197,1.206,537,"Yes","No",14,49.8109248046108,"Yes","No",0.93,0.862,0.0680000000000001
"Q8N136",0.6073,0.03063,0.6073,0.63793,1,0,1,3,32,20,0.2361446,0,0.994,415,"Yes","No",7,43.3766844523518,"Yes","No",0.844,0.368,0.476
"Q8N139",0.96728,0.76078,0.96728,0.97947,1,1,10,25,101,28,0.9325912,0.5868893,1.131,1617,"Yes","No",10,52.2701357917836,"Yes","No",0.869,0.365,0.504
"Q8N140",0.91439,0.00648,0.91439,0.92087,1,0,1,1,28,15,0.8168168,0,1.096,333,"Yes","No",1,94.2175343412012,"No","No",0.199,0.191,0.00800000000000001
"Q8N142",0.89738,0.86197,0.89738,1.12249,1,1,5,20,61,29,0.5623632,0.4485777,1.421,457,"Yes","No",5,48.567511600919,"Yes","No",0.778,0.104,0.674
"Q8N145",0.7753,0.6844,0.7753,0.77978,3,3,3,11,38,40,0.4306569,0.01824818,1.057,548,"Yes","No",7,53.8408236499489,"Yes","No",0.839,0.277,0.562
"Q8N149",0.87692,0.71427,0.87692,0.89081,1,1,6,5,64,26,0.5238095,0.5714286,1.37,483,"Yes","No",7,63.9715824874658,"No","No",0.226,0.182,0.044
"Q8N158",0.67724,0.03086,0.67724,0.7081,1,0,1,7,100,20,0.4991364,0,0.828,579,"Yes","No",5,70.755214497506,"Yes","No",0.819,0.246,0.573
"Q8N159",0.83065,0.7346,0.83065,0.92481,1,1,2,14,45,25,0.2640449,0.5149813,1.461,534,"Yes","No",10,66.5288774074644,"Yes","No",0.866,0.812,0.0539999999999999
"Q8N165",0.00614,0.75176,0.75176,0.75634,0,1,2,6,52,29,0,0.6627566,0.961,341,"Yes","No",0,54.3142425252375,"Yes","No",0.726,0.488,0.238
"Q8N1A6",0.69522,0.0327,0.69522,0.72792,1,0,1,3,59,32,0.321608,0,0.906,199,"Yes","No",4,54.7185112871859,"No","No",0.176,0.706,-0.53
"Q8N1B4",0.08835,0.78935,0.78935,0.8777,0,1,1,9,47,18,0,0.4799447,0.964,723,"Yes","No",0,65.7445946864952,"Yes","No",0.76,0.291,0.469
"Q8N1C3",0.1098,0.81132,0.81132,0.92112,0,1,2,3,65,24,0,0.6021505,0.952,465,"Yes","No",0,78.3796300924086,"Yes","No",0.774,0.313,0.461
"Q8N1F7",0.31944,0.85073,0.85073,1.17017,0,1,1,5,55,31,0,0.3577534,0.871,819,"Yes","No",17,61.2358828028596,"Yes","Yes",0.899,0.872,0.027
"Q8N1G2",1.2059,0.94017,1.2059,1.21009,1,3,7,62,164,61,0.7712575,0.4670659,1.699,835,"Yes","No",1,56.7249880958275,"No","Yes",0.141,0.182,-0.041
"Q8N1G4",0.75231,0.94924,0.94924,1.0275,3,1,4,33,74,55,0.5523156,0.2281304,1.922,583,"Yes","No",2,61.8477655268027,"No","No",0.167,0.319,-0.152
"Q8N1I0",1.20851,0.93887,1.20851,2.14738,7,1,13,64,122,80,0.6709054,0.9715158,1.747,1966,"Yes","No",17,67.6971731102248,"Yes","No",0.85,0.693,0.157
"Q8N1K5",0.90886,1.02497,1.02497,1.6728,3,1,12,22,82,48,0.5335413,0.700468,1.398,641,"Yes","No",7,69.6019295323713,"Yes","No",0.828,0.586,0.242
"Q8N1Q1",2.00057,1.04187,2.00057,2.00057,4,5,5,103,73,63,0.370229,0.1984733,2.503,262,"Yes","No",2,46.6563698937786,"No","No",0.222,0.77,-0.548
"Q8N1S5",1.57616,1.70747,1.70747,1.70771,2,2,3,110,75,30,0.1374269,0.128655,2.006,342,"Yes","No",4,64.3824949676608,"No","No",0.187,0.119,0.068
"Q8N1V2",0.67716,0.65367,0.67716,0.69258,1,1,3,4,40,20,0.5451613,0.04677419,0.947,620,"Yes","No",6,43.5352780441226,"Yes","No",0.791,0.249,0.542
"Q8N201",0.61261,0.67613,0.67613,0.94403,1,1,2,19,61,23,0.3506849,0.6150685,0.925,2190,"Yes","No",26,60.3723619975187,"Yes","Yes",0.894,0.879,0.015
"Q8N239",0.64312,1.041,1.041,1.12748,1,1,2,46,61,17,0.560559,0.03416149,1.527,644,"Yes","No",1,54.2890256008975,"No","No",0.05,0.224,-0.174
"Q8N271",0.10739,0.95242,0.95242,1.02392,0,8,4,27,159,73,0,0.04436451,1.353,834,"Yes","No",8,57.1017116292086,"No","No",0.185,0.49,-0.305
"Q8N2A8",0.75579,0.15413,0.75579,0.90992,1,0,1,4,50,25,0.3849206,0,0.948,252,"Yes","No",2,75.3695239826825,"No","No",0.085,0.394,-0.309
"Q8N2C7",0.69833,0.86394,0.86394,0.95698,1,1,3,15,43,25,0.135973,0.9263352,0.905,1400,"Yes","No",17,65.2635523791943,"Yes","No",0.921,0.919,0.002
"Q8N2E2",0.87027,0.65021,0.87027,1.04723,3,1,7,25,134,64,0.6037736,0.9018868,1.392,1590,"Yes","No",20,69.1228084064327,"No","No",0.278,0.671,-0.393
"Q8N2G4",0.86567,0.14072,0.86567,0.93897,1,0,2,9,34,21,0.3829787,0,1.017,141,"Yes","No",0,82.4615308392199,"No","No",0.054,0.261,-0.207
"Q8N2G8",0.84246,0.63805,0.84246,0.98092,1,1,4,11,92,20,0.609434,0.2830189,1.161,530,"Yes","No",5,53.9867030443019,"No","No",0.131,0.119,0.012
"Q8N2H3",1.0952,1.84326,1.84326,2.57413,3,4,8,93,145,107,0.6437177,0.5163511,2.048,581,"Yes","No",5,44.5325473445198,"No","No",0.246,0.227,0.019
"Q8N2H9",0.82019,0.78939,0.82019,0.87506,1,1,5,40,48,30,0.7633262,0.6972281,1.749,469,"Yes","No",0,59.1466041042985,"No","No",0.125,0.191,-0.066
"Q8N2I9",0.10954,0.77539,0.77539,0.88493,0,1,1,8,41,27,0,0.6781609,1.049,435,"Yes","No",2,68.5289977112184,"No","No",0.145,0.34,-0.195
"Q8N2K0",0.69404,0.8678,0.8678,1.0424,1,1,3,34,64,37,0.6884422,0.4974874,1.146,398,"Yes","No",7,63.032262538995,"Yes","No",0.837,0.365,0.472
"Q8N2M4",0.07938,0.62475,0.62475,0.70413,0,1,1,2,42,19,0,0.3625,0.816,240,"Yes","No",2,55.0237550782083,"No","No",0.09,0.374,-0.284
"Q8N2Q7",1.05164,0.87934,1.05164,1.74236,1,1,9,55,113,46,0.4947856,0.7195829,1.325,863,"Yes","No",13,70.2654173435689,"Yes","No",0.907,0.652,0.255
"Q8N2U9",0.67234,0.2792,0.67234,0.95154,1,0,1,6,60,20,0.2066421,0,0.823,271,"Yes","No",1,68.9177797814022,"No","No",0.086,0.199,-0.113
"Q8N2W9",1.26633,1.05484,1.26633,1.95714,1,1,3,28,86,53,0.3803922,0.472549,1.591,510,"Yes","No",1,84.7524985444627,"No","No",0.074,0.026,0.048
"Q8N309",1.05635,0.18207,1.05635,1.23842,1,0,2,3,70,20,0.527439,0,1.093,656,"Yes","No",3,76.1393654746189,"No","No",0.12,0.077,0.043
"Q8N323",0.66608,0.44769,0.66608,1.10368,3,0,2,16,121,51,0.6416819,0,1.556,547,"Yes","No",3,54.0800060976782,"No","No",0.111,0.084,0.027
"Q8N328",0.87246,0.87885,0.87885,0.9696,1,1,6,23,89,27,0.450253,0.3743676,1.183,593,"Yes","No",0,60.5478479929443,"No","NT",0.053,0.033,0.02
"Q8N335",0.79767,0.16407,0.79767,0.94981,1,0,3,32,70,26,0.5897436,0,1.233,351,"Yes","No",2,43.5263117957379,"Yes","No",0.775,0.568,0.207
"Q8N357",1.79935,0.61123,1.79935,1.94291,2,1,4,51,93,41,0.2614555,0.425876,2.068,371,"Yes","No",0,58.0576870829272,"No","No",0.064,0.17,-0.106
"Q8N370",0.84961,1.35498,1.35498,1.48294,1,2,5,78,72,36,0.5852373,0.7311072,1.662,569,"Yes","No",0,60.4019933737293,"No","No",0.134,0.227,-0.093
"Q8N371",0.87957,1.63069,1.63069,2.22147,1,2,2,42,92,38,0.8076923,0.03846154,1.811,416,"Yes","No",3,57.8059787986779,"Yes","No",0.803,0.223,0.58
"Q8N392",0.78431,0.80709,0.80709,1.31321,1,1,3,19,66,31,0.9457014,0.39819,1.169,663,"Yes","No",4,74.5737860517285,"Yes","No",0.759,0.269,0.49
"Q8N394",0.74595,0.10307,0.74595,0.84902,1,0,1,23,48,21,0.3313397,0,0.953,836,"Yes","No",3,54.7785557109354,"No","No",0.108,0.248,-0.14
"Q8N3C0",0.99612,0.92714,0.99612,1.84626,1,3,15,18,146,72,0.7079927,0.6934605,1.217,2202,"Yes","No",18,58.3481737056213,"No","No",0.215,0.923,-0.708
"Q8N3C7",0.63104,0.91406,0.91406,0.96171,1,1,4,10,23,20,0.6964539,0.5177305,1.18,705,"Yes","No",1,81.3023332117532,"No","No",0.144,0.084,0.06
"Q8N3E9",0.99274,0.79802,0.99274,1.05164,1,3,9,24,80,48,0.869455,0.6007605,1.444,789,"Yes","No",0,54.3619729749075,"No","No",0.135,0.152,-0.017
"Q8N3G9",0.68836,0.69124,0.69124,0.70927,1,1,2,11,34,20,0.6298851,0.783908,1.013,435,"Yes","No",1,79.9638201834851,"No","No",0.129,0.122,0.00700000000000001
"Q8N3I7",0.69533,0.67195,0.69533,0.97812,1,1,2,5,57,20,0.1085044,0.313783,0.961,341,"Yes","No",11,62.5050572405865,"Yes","No",0.953,0.641,0.312
"Q8N3J2",0.75337,1.56687,1.56687,1.61199,1,4,4,37,85,61,0.5995763,0.1927966,1.884,472,"Yes","No",3,68.802757538911,"No","No",0.135,0.425,-0.29
"Q8N3J5",0.81984,0.74203,0.81984,0.95695,1,1,2,15,78,29,0.5672043,0.08333333,1.114,372,"Yes","No",5,61.6106445363495,"Yes","No",0.756,0.542,0.214
"Q8N3P4",0.00991,0.7232,0.7232,0.73311,0,1,1,42,51,24,0,0.6694678,1.064,1428,"Yes","No",10,66.4740218818627,"No","No",0.185,0.507,-0.322
"Q8N3R3",0.07884,0.63781,0.63781,0.71665,0,1,1,1,12,20,0,0.02217742,0.819,496,"Yes","No",2,70.7715111340524,"No","No",0.11,0.155,-0.045
"Q8N3R9",0.99257,0.84231,0.99257,1.4893,1,1,9,24,61,37,0.8859259,0.5096296,1.34,675,"Yes","No",7,78.4462745882963,"No","No",0.156,0.539,-0.383
"Q8N3T1",0.86482,0.91356,0.91356,1.50976,1,1,9,32,76,56,0.9452269,0.3599374,1.368,639,"Yes","No",5,70.3606811200063,"No","No",0.097,0.405,-0.308
"Q8N3Y1",0.1204,0.94081,0.94081,1.06121,0,1,1,21,40,28,0,0.06856187,1.151,598,"Yes","No",8,70.7131253642341,"No","No",0.207,0.545,-0.338
"Q8N3Y3",0.97837,1.04131,1.04131,1.95864,3,1,9,57,104,47,0.7669903,0.5866852,1.419,721,"Yes","No",1,54.6089470823384,"No","No",0.137,0.282,-0.145
"Q8N3Y7",1.08317,0.12996,1.08317,1.1097,1,0,2,21,45,24,0.5695793,0,1.299,309,"Yes","No",2,54.6558544509709,"No","No",0.114,0.032,0.082
"Q8N3Z0",0.91906,0.84134,0.91906,1.7604,1,5,9,24,102,92,0.7457627,0.3414044,1.911,413,"Yes","No",3,68.2617841616998,"No","No",0.102,0.425,-0.323
"Q8N3Z3",0.71585,0.98278,0.98278,1.16005,1,1,2,31,60,33,0.4014085,0.4260563,1.492,284,"Yes","No",3,53.5762318544718,"No","No",0.137,0.358,-0.221
"Q8N414",0.81846,0.9759,0.9759,1.03239,1,1,6,21,86,30,0.4847328,0.3110687,1.12,524,"Yes","No",3,56.6055747222137,"Yes","No",0.745,0.185,0.56
"Q8N423",0.85689,0.69836,0.85689,1.00893,1,1,4,3,40,26,0.5929648,0.4857621,1.305,598,"Yes","No",19,77.7461768586555,"No","No",0.34,0.639,-0.299
"Q8N427",1.99145,0.97682,1.99145,2.96827,2,1,9,37,78,56,0.7755102,0.8894558,2.184,588,"Yes","No",14,65.2703981860578,"Yes","No",0.901,0.804,0.097
"Q8N428",0.8439,0.93327,0.93327,1.67375,1,1,7,49,84,51,0.8727599,0.3960573,1.306,558,"Yes","Yes",2,54.3656927146093,"Yes","No",0.665,0.222,0.443
"Q8N431",0.85775,0.98225,0.98225,1.28104,3,1,3,47,91,46,0.4484979,0.09012876,1.268,466,"Yes","No",0,55.5645986562017,"No","No",0.086,0.055,0.031
"Q8N434",1.02624,0.89461,1.02624,1.92085,1,1,5,104,93,34,0.5813008,0.703252,1.539,492,"Yes","No",8,53.2647410638049,"No","No",0.169,0.289,-0.12
"Q8N436",1.85834,0.91348,1.85834,1.97192,2,1,9,59,120,60,0.6931217,0.6230159,2.042,756,"Yes","Yes",5,65.3852625283598,"No","No",0.119,0.391,-0.272
"Q8N441",0.91431,0.20646,0.91431,0.92124,3,0,2,3,57,32,0.5575397,0,0.945,504,"Yes","No",15,87.9126914259722,"Yes","No",0.905,0.891,0.014
"Q8N442",0.89076,1.82438,1.82438,1.89446,1,2,8,28,115,34,0.7100149,0.7967115,2.203,669,"Yes","No",13,56.5487458010912,"Yes","No",0.905,0.799,0.106
"Q8N448",0.75944,0.7382,0.75944,0.84041,1,3,5,2,66,39,0.7521739,0.5463768,1.128,690,"Yes","No",2,71.6873089367681,"No","No",0.129,0.103,0.026
"Q8N465",1.73309,0.99452,1.73309,2.31912,2,1,9,86,89,58,0.7735125,0.7197697,1.81,521,"Yes","No",16,51.6699440791478,"Yes","No",0.914,0.912,0.002
"Q8N468",0.87061,0.91913,0.91913,1.78974,1,1,5,86,92,35,0.614786,0.7782101,1.582,514,"Yes","No",3,63.9691017448755,"No","No",0.079,0.475,-0.396
"Q8N474",0.67777,0.01903,0.67777,0.68708,1,0,2,7,36,22,0.6624204,0,0.961,314,"Yes","No",1,74.9965995271656,"Yes","No",0.722,0.095,0.627
"Q8N475",0.71369,0.92847,0.92847,1.64216,1,1,3,10,84,20,0.5974026,0.007083825,1.2,847,"Yes","No",3,58.0062960359717,"Yes","No",0.769,0.372,0.397
"Q8N490",0.7322,0.10306,0.7322,0.83526,1,0,1,4,49,29,0.438961,0,0.922,385,"Yes","No",17,59.9421255831844,"Yes","No",0.985,0.931,0.0539999999999999
"Q8N4A0",0.78217,0.95599,0.95599,1.5937,1,1,7,60,82,54,0.9480969,0.3875433,1.343,578,"Yes","Yes",4,52.8120370786609,"No","No",0.081,0.138,-0.057
"Q8N4B1",0.7654,0.33445,0.7654,1.09985,1,0,1,6,34,16,0.1004016,0,0.938,249,"Yes","No",1,94.1898420778715,"Yes","No",0.744,0.24,0.504
"Q8N4E4",0.80856,0.68633,0.80856,0.81144,1,1,2,35,36,25,0.4854772,0.3941909,1.197,241,"Yes","No",0,79.6788128058091,"No","No",0.025,0.083,-0.058
"Q8N4E7",0.80959,0.05571,0.80959,0.8653,1,0,1,42,48,23,0.3719008,0,1.009,242,"Yes","No",2,79.089830830124,"No","No",0.137,0.321,-0.184
"Q8N4F4",1.47183,0.95418,1.47183,2.42601,2,1,5,116,103,50,0.6431159,0.6286232,1.688,552,"Yes","No",9,52.6765153758442,"No","No",0.191,0.484,-0.293
"Q8N4G2",0.72161,0.1677,0.72161,0.88931,1,0,1,27,42,26,0.09375,0,1.183,192,"Yes","No",2,59.2830493097396,"No","No",0.071,0.246,-0.175
"Q8N4J0",0.76415,0.72298,0.76415,0.99486,1,1,3,41,94,24,0.5012225,0.0195599,1.46,409,"Yes","No",1,57.30975771511,"Yes","No",0.733,0.143,0.59
"Q8N4L1",0.94025,0.75563,0.94025,0.95476,1,3,4,15,65,42,0.465812,0.3376068,1.239,468,"Yes","No",6,83.2137933944658,"Yes","No",0.786,0.305,0.481
"Q8N4L2",0.67213,0,0.67213,0.67213,1,0,1,1,11,16,0.5914397,0,0.692,257,"Yes","No",0,88.809055067393,"No","No",0.069,0.038,0.031
"Q8N4M1",0.91263,0.69538,0.91263,1.03971,1,1,2,72,113,25,0.1470138,0.101072,1.189,653,"Yes","No",4,57.4249355844533,"No","No",0.179,0.34,-0.161
"Q8N4N3",0.6303,1.19445,1.19445,1.33967,1,1,4,43,58,24,0.5519481,0.03733766,1.571,616,"Yes","No",4,54.6430143068864,"No","No",0.083,0.279,-0.196
"Q8N4N8",0.82004,0.76594,0.82004,0.83892,1,1,6,35,57,30,0.526003,0.6032689,1.346,673,"Yes","No",6,82.127544195997,"No","No",0.196,0.227,-0.031
