"gene","Delta_2RF","euclidean_dist","Gn","Gc","Gmax","Gsum","N_term_thread","C_term_thread","ENT.ID","num_zipper_nc","num_loop_contacting_res","num_cross_nearest_neighbors","min_N_prot_depth_left","min_C_prot_depth_right","Travatos_G","Length","Entanglement","Cov_Entanglement","Total_Mutations_n","mean_SASA","disease","Essential","gene_ctrl","Gn_ctrl","Gc_ctrl","Gmax_ctrl","Gsum_ctrl","N_term_thread_ctrl","C_term_thread_ctrl","ENT.ID_ctrl","num_zipper_nc_ctrl","num_loop_contacting_res_ctrl","num_cross_nearest_neighbors_ctrl","min_N_prot_depth_left_ctrl","min_C_prot_depth_right_ctrl","Travatos_G_ctrl","Length_ctrl","Entanglement_ctrl","Cov_Entanglement_ctrl","Total_Mutations_n_ctrl","mean_SASA_ctrl","disease_ctrl","Essential_ctrl"
"O60264",0.465,1.82893129931099,0.93111,1.16227,1.16227,1.70257,1,3,6,27,140,76,0.478136882129278,0.472433460076046,1.491,1052,"Yes","No",5,68.9916448806958,"Yes","No","Q8TD23",0,0,0,0,0,0,0,0,0,0,0,0,0,568,"No","No",2,89.5097108923239,"No","No"
"P00746",0.465,1.44325692920493,0.61151,0.79632,0.79632,1.21618,1,1,4,8,62,31,0.217391304347826,0.537549407114625,1.379,253,"Yes","No",5,54.9532595441818,"Yes","No","P33552",0,0,0,0,0,0,0,0,0,0,0,0,0,79,"No","No",0,77.4992917632911,"No","No"
"P08294",0.465,0.73646959059674,0.88147,0.01953,0.88147,0.901,3,0,2,5,51,31,0.254166666666667,0,1.565,240,"Yes","Yes",5,67.9488296725083,"Yes","No","Q9UJQ7",0,0,0,0,0,0,0,0,0,0,0,0,0,156,"No","No",2,79.4719682726923,"No","No"
"P32754",0.465,2.0046164223767,0.77709,0.64825,0.77709,0.93353,1,1,3,20,63,27,0.05089059,0.6335878,1.205,393,"Yes","No",8,47.6878487049873,"Yes","No","Q6IPR3",0,0,0,0,0,0,0,0,0,0,0,0,0,259,"No","No",1,80.4021627385328,"No","No"
"P37837",0.465,1.97643885847179,0.89966,0.66678,0.89966,0.94363,1,1,2,5,62,26,0.07121662,0.2492582,1.283,337,"Yes","No",10,47.7252832421365,"Yes","No","P04732",0,0,0,0,0,0,0,0,0,0,0,0,0,61,"No","No",1,77.5691155819672,"No","No"
"O14732",0.465,1.94406904201588,0.7645,0.81005,0.81005,0.95539,1,1,2,20,53,27,0.590277777777778,0.239583333333333,1.172,288,"Yes","No",3,46.8654707557639,"Yes","No","Q16718",0,0,0,0,0,0,0,0,0,0,0,0,0,116,"No","No",0,78.4796153724138,"No","No"
"Q96B67",0.465,0.597716533631875,0.81043,0.95563,0.95563,1.75978,1,1,4,16,76,39,0.5483092,0.2705314,1.221,414,"Yes","No",0,73.1224788621498,"Yes","No","Q9Y314",0,0,0,0,0,0,0,0,0,0,0,0,0,301,"No","No",0,81.6531833538738,"No","No"
"P48061",0.464,0.046237134454285,0.10647,0.71091,0.71091,0.81738,0,1,1,5,17,14,0,0.2365591,0.924,93,"Yes","No",0,93.9541128645161,"Yes","No","Q49B96",0,0,0,0,0,0,0,0,0,0,0,0,0,90,"No","No",1,93.8313247922222,"No","No"
"Q99698",0.464,2.45487339010725,0.69655,0.17848,0.69655,0.87503,1,0,1,14,70,12,0.02420416,0,1.709,1400,"Yes","No",14,72.64159128013,"Yes","No","Q96M89",0,0,0,0,0,0,0,0,0,0,0,0,0,665,"No","No",6,94.2802411760632,"No","No"
"Q9BV79",0.464,1.51977583071898,1.03873,0.31729,1.03873,1.164,3,0,3,15,57,38,0.5013405,0,1.186,373,"Yes","No",10,56.6752639676568,"Yes","No","B4E2M5",0,0,0,0,0,0,0,0,0,0,0,0,0,251,"No","No",3,81.0288762781514,"No","No"
"O14827",0.464,2.06946596507477,0.74789,1.00031,1.00031,1.40172,3,7,6,60,92,71,0.817299919159256,0.908649959579628,1.318,1237,"Yes","No",3,74.0965011658496,"Yes","No","Q5VZ66",0,0,0,0,0,0,0,0,0,0,0,0,0,844,"No","No",2,103.57048443128,"No","No"
"Q9BXS5",0.464,1.56006105838743,0.05485,0.7197,0.7197,0.76581,0,1,2,5,34,25,0,0.3995272,0.991,423,"Yes","No",0,56.1893163762884,"Yes","No","Q8N782",0,0,0,0,0,0,0,0,0,0,0,0,0,197,"No","No",0,80.1821283609137,"No","No"
"P49593",0.463,1.54223442876882,0.90562,0.80665,0.90562,1.03093,1,1,4,15,95,33,0.6057269,0.7356828,1.133,454,"Yes","No",8,57.9386868676564,"Yes","No","Q96A37",0,0,0,0,0,0,0,0,0,0,0,0,0,237,"No","No",0,81.0115785148101,"No","No"
"Q9UBS0",0.463,0.841093777643626,0.8094,0.78655,0.8094,0.98646,3,1,3,47,56,31,0.1473029,0.6950207,1.534,482,"Yes","No",2,71.1061898515477,"Yes","No","P43365",0,0,0,0,0,0,0,0,0,0,0,0,0,314,"No","No",2,82.8348144016943,"No","No"
"P31941",0.463,1.15830062307815,0.71293,0.10251,0.71293,0.81544,1,0,1,5,33,18,0.1909548,0,0.954,199,"Yes","No",1,59.4980465173367,"Yes","No","Q7Z7K0",0,0,0,0,0,0,0,0,0,0,0,0,0,106,"No","No",0,78.4763012815094,"No","No"
"P38919",0.463,1.03358556534841,0.95223,1.27604,1.27604,2.22827,1,3,6,28,109,73,0.6861314,0.4209246,1.45,411,"Yes","No",1,52.2849667232117,"Yes","Yes","P61970",0,0,0,0,0,0,0,0,0,0,0,0,0,127,"No","No",0,63.3540761129134,"No","Yes"
"P19793",0.462,0.268014105391718,0.06679,0.71285,0.71285,0.77964,0,1,1,5,25,16,0,0.593073593073593,0.908,462,"Yes","No",1,81.748841182619,"Yes","No","Q8N8L2",0,0,0,0,0,0,0,0,0,0,0,0,0,437,"No","No",2,86.0364140569794,"No","No"
"Q96CW1",0.462,0.767240728122508,0.05295,0.71334,0.71334,0.76629,0,1,1,5,34,26,0,0.3931034,0.993,435,"Yes","No",7,59.4950123335402,"Yes","Yes","Q14390",0,0,0,0,0,0,0,0,0,0,0,0,0,218,"No","No",6,67.3289963474771,"No","Yes"
"Q96JK4",0.462,2.22220940012035,1.25919,1.205,1.25919,1.90477,5,1,6,77,115,62,0.8938619,0.5051151,1.632,782,"Yes","Yes",4,52.3139540223402,"Yes","No","Q96NJ6",0,0,0,0,0,0,0,0,0,0,0,0,0,502,"No","No",0,87.1713882187251,"No","No"
"P40429",0.462,0.0943648341291681,0.63173,0.00502,0.63173,0.63675,1,0,1,11,42,28,0.1724138,0,1.149,203,"Yes","No",1,74.5880599009852,"Yes","Yes","Q9NV31",0,0,0,0,0,0,0,0,0,0,0,0,0,184,"No","No",0,75.6596729341087,"No","Yes"
"P68402",0.462,1.57436476153514,0.80635,0.75858,0.80635,0.90248,1,1,2,24,56,29,0.1921397,0.6943231,1.023,229,"Yes","No",0,52.6839153123057,"Yes","No","Q02747",0,0,0,0,0,0,0,0,0,0,0,0,0,115,"No","No",1,78.616838268087,"No","No"
"Q92466",0.462,1.39050660479146,0.60224,0.80637,0.80637,0.82205,1,3,2,19,42,31,0.2740047,0.02107728,1.139,427,"Yes","No",7,60.2551310575082,"Yes","No","Q8IW03",0,0,0,0,0,0,0,0,0,0,0,0,0,269,"No","No",3,82.2310337717844,"No","No"
"Q96I51",0.462,1.73813489091896,0.91603,0.32811,0.91603,1.18224,1,0,2,15,49,25,0.3060345,0,0.98,464,"Yes","No",2,54.2679642898836,"Yes","No","P41208",0,0,0,0,0,0,0,0,0,0,0,0,0,172,"No","No",1,80.062433965,"No","No"
"Q9BS92",0.461,1.18980174205317,0.96495,0.87902,0.96495,1.84397,1,1,4,78,74,56,0.5910931,0.6477733,1.561,247,"Yes","No",5,60.2056756734008,"Yes","No","Q9BQ08",0,0,0,0,0,0,0,0,0,0,0,0,0,111,"No","No",2,79.0378122945946,"No","No"
"P45452",0.461,1.76132758302771,0.89167,0.9007,0.9007,1.0131,1,1,4,66,56,27,0.6199575,0.5774947,1.036,471,"Yes","No",13,55.8033699058089,"Yes","No","P52803",0,0,0,0,0,0,0,0,0,0,0,0,0,228,"No","Yes",0,81.3150939929386,"No","No"
"Q9BQA1",0.461,1.04826112953904,0.84717,0.13261,0.84717,0.97978,3,0,2,5,41,44,0.09649123,0,0.913,342,"Yes","No",1,48.9355174114795,"Yes","Yes","Q9BTM9",0,0,0,0,0,0,0,0,0,0,0,0,0,101,"No","No",0,62.4044129085148,"No","Yes"
"Q5T2W1",0.46,0.914833730261753,0.83346,0.16753,0.83346,0.96762,1,0,5,3,40,31,0.8150289,0,1.048,519,"Yes","No",4,71.711061839553,"Yes","No","Q9NYL9",0,0,0,0,0,0,0,0,0,0,0,0,0,352,"No","No",0,84.589421232642,"No","No"
"O96020",0.46,0.392724472810521,0.21822,0.77723,0.77723,0.99545,0,1,1,3,56,25,0,0.116336633663366,0.811,404,"Yes","No",1,78.4782710755198,"Yes","No","Q99645",0,0,0,0,0,0,0,0,0,0,0,0,0,322,"No","No",1,83.8374089890249,"No","No"
"P09543",0.46,1.46117169898684,0.70434,1.0375,1.0375,1.24632,1,1,4,9,86,34,0.453681710213777,0.714964370546318,1.493,421,"Yes","No",7,59.3097423054869,"Yes","No","Q9Y3E2",0,0,0,0,0,0,0,0,0,0,0,0,0,137,"No","No",1,79.426470710219,"No","No"
"Q6P1J9",0.46,0.302874317242347,0.71696,0.76742,0.76742,0.78013,1,1,3,19,35,31,0.6779661,0.1958569,1.146,531,"Yes","No",7,90.5054872945876,"Yes","Yes","O94927",0,0,0,0,0,0,0,0,0,0,0,0,0,633,"No","No",8,92.0088243013997,"No","Yes"
"Q99661",0.459,0.897595853888838,0.84808,0.95682,0.95682,1.07361,1,1,6,40,75,31,0.5503448,0.5668966,1.37,725,"Yes","No",2,76.3781839066152,"Yes","No","P51522",0,0,0,0,0,0,0,0,0,0,0,0,0,516,"No","No",4,87.7231667281201,"No","No"
"O60907",0.459,1.47067897932245,0.63346,0.0973,0.63346,0.73076,1,0,1,2,35,20,0.412478336221837,0,0.814,577,"Yes","No",3,62.0618564118821,"Yes","No","Q9UBV8",0,0,0,0,0,0,0,0,0,0,0,0,0,284,"No","No",0,82.4682940798239,"No","No"
"Q15185",0.459,0.0308860361259074,0.11194,0.6422,0.6422,0.75414,0,1,1,1,30,22,0,0.51875,0.712,160,"Yes","No",0,82.1047182478125,"Yes","No","P19105",0,0,0,0,0,0,0,0,0,0,0,0,0,171,"No","No",0,82.0741105602339,"No","No"
"P31483",0.458,0.112365069382684,0.91495,0.88294,0.91495,0.93099,1,1,4,2,29,25,0.5595855,0.6036269,0.956,386,"Yes","No",4,86.6870288178497,"Yes","No","O15481",0,0,0,0,0,0,0,0,0,0,0,0,0,346,"No","No",4,86.5616883802775,"No","No"
"P28370",0.458,1.83257701619096,0.7868,1.16499,1.16499,1.20178,1,1,5,24,68,33,0.481024667931689,0.458254269449715,1.497,1054,"Yes","No",3,69.0461102662922,"Yes","No","Q14593",0,0,0,0,0,0,0,0,0,0,0,0,0,569,"No","No",3,89.7282062843937,"No","No"
"P42330",0.458,2.10793413287855,1.29469,0.74022,1.29469,1.33231,2,1,4,15,72,36,0.5944272,0.501548,1.52,323,"Yes","No",8,45.2222734931022,"Yes","No","A8MSI8",0,0,0,0,0,0,0,0,0,0,0,0,0,78,"No","No",0,78.2132115705128,"No","No"
"Q9Y6N6",0.458,3.23407960883292,2.0287,1.91634,2.0287,2.06637,2,2,7,16,73,29,0.3549206,0.8520635,2.669,1575,"Yes","No",39,68.084117125341,"Yes","No","Q8TD31",0,0,0,0,0,0,0,0,0,0,0,0,0,782,"No","No",20,104.923163501279,"No","No"
"Q96DA2",0.457,1.15055743577747,0.66166,0.71327,0.71327,0.73684,1,1,2,29,51,28,0.05633803,0.7183099,1.267,213,"Yes","No",4,60.395484557493,"Yes","No","Q9NQP4",0,0,0,0,0,0,0,0,0,0,0,0,0,134,"No","No",0,79.1548284402985,"No","No"
"P08238",0.457,1.54975051718737,0.81638,0.91385,0.91385,1.44846,1,1,4,33,94,29,0.668508287292818,0.816298342541437,1.211,724,"Yes","No",0,63.892959278779,"Yes","No","A2RRD8",0,0,0,0,0,0,0,0,0,0,0,0,0,509,"No","No",2,87.8739191850688,"No","No"
"P48736",0.457,2.82802310980704,0.80743,0.91914,0.91914,1.72657,1,1,12,65,127,45,0.8566243,0.7232305,1.349,1102,"Yes","No",12,50.7617778848711,"Yes","No","Q6ZVM7",0,0,0,0,0,0,0,0,0,0,0,0,0,507,"No","No",1,88.2899576944576,"No","No"
"O14625",0.457,0.0166094600364339,0.04034,0.62326,0.62326,0.6636,0,1,1,8,20,14,0,0.212765957446809,0.946,94,"Yes","No",0,92.5098615512766,"Yes","No","Q8NHW6",0,0,0,0,0,0,0,0,0,0,0,0,0,89,"No","No",0,92.3598440685393,"No","No"
"Q16762",0.457,1.86904113227843,1.38418,1.27071,1.38418,2.65489,3,3,6,117,88,66,0.6060606,0.5791246,1.564,297,"Yes","No",1,48.7489997307071,"Yes","No","P31949",0,0,0,0,0,0,0,0,0,0,0,0,0,105,"No","No",0,78.8619671746667,"No","No"
"Q9BZH6",0.457,3.05427921801515,1.14487,1.23257,1.23257,1.28073,3,1,6,33,101,57,0.6993464,0.6331699,2.52,1224,"Yes","No",7,49.7901648922516,"Yes","No","Q03936",0,0,0,0,0,0,0,0,0,0,0,0,0,586,"No","No",3,91.3500537562116,"No","No"
"O00303",0.456,0.0552471040462947,0.69925,0.03913,0.69925,0.73838,1,0,1,3,19,19,0.338935574229692,0,1.036,357,"Yes","No",10,86.3386909584314,"Yes","Yes","Q99871",0,0,0,0,0,0,0,0,0,0,0,0,0,368,"No","No",9,86.4962691560598,"No","Yes"
"P55259",0.456,1.2033639435695,0.27041,0.68396,0.68396,0.95437,0,1,0,27,41,25,0,0.6703911,1.076,537,"Yes","Yes",5,67.7317440768715,"Yes","No","Q9NZR1",0,0,0,0,0,0,0,0,0,0,0,0,0,351,"No","No",1,85.7324142258974,"No","No"
"Q9Y2R9",0.456,0.195352869748342,0.88927,0.00116,0.88927,0.89043,1,0,1,16,32,15,0.6446281,0,1.264,242,"Yes","No",7,82.6887840995455,"Yes","No","Q86UN6",0,0,0,0,0,0,0,0,0,0,0,0,0,197,"No","No",4,81.6075254181523,"No","No"
"Q9H0Y0",0.455,0.454334089725542,0.06047,0.68467,0.68467,0.74514,0,1,1,6,30,24,0,0.2681818,1.001,220,"Yes","No",4,73.5713499769091,"Yes","No","O43325",0,0,0,0,0,0,0,0,0,0,0,0,0,122,"No","No",1,79.2245756819672,"No","No"
"A1Z1Q3",0.455,0.215358474862491,0.71163,0.68509,0.71163,0.90514,1,1,3,8,53,28,0.207058823529412,0.675294117647059,1.136,425,"Yes","No",9,90.5597993249647,"Yes","No","Q96PE6",0,0,0,0,0,0,0,0,0,0,0,0,0,472,"No","No",6,88.8028681348517,"No","No"
"O14556",0.455,1.28320139750202,0.93947,0.52917,0.93947,1.34525,1,0,2,26,70,23,0.257352941176471,0,1.151,408,"Yes","No",2,62.0728533707745,"Yes","No","P61758",0,0,0,0,0,0,0,0,0,0,0,0,0,197,"No","No",0,81.1780893252284,"No","No"
"P23109",0.455,2.2414169322403,0.9276,0.71037,0.9276,1.13651,1,5,5,6,141,98,0.449799196787149,0.232931726907631,1.814,780,"Yes","No",4,53.4020709438487,"Yes","No","Q3KNS6",0,0,0,0,0,0,0,0,0,0,0,0,0,432,"No","No",2,87.3305947680556,"No","No"
"Q8WVM8",0.455,1.00161351406384,0.98264,0.90051,0.98264,1.77396,1,1,3,34,120,47,0.4143302,0.02959502,1.5,642,"Yes","No",1,56.0208877921059,"Yes","Yes","Q14CX7",0,0,0,0,0,0,0,0,0,0,0,0,0,972,"No","No",4,49.9640245222716,"No","Yes"
"Q14651",0.454,2.23268286461583,0.74146,0.64941,0.74146,0.93245,1,1,3,13,70,27,0.3974563,0.4133545,0.965,629,"Yes","No",10,50.4076437280541,"Yes","No","Q96A05",0,0,0,0,0,0,0,0,0,0,0,0,0,226,"No","No",0,81.9260433060442,"No","No"
"Q9UK32",0.454,1.93766995297535,0.95511,0.80035,0.95511,1.03498,3,1,4,26,72,31,0.8348993,0.7973154,1.295,745,"Yes","No",3,58.471918792255,"Yes","No","Q147U1",0,0,0,0,0,0,0,0,0,0,0,0,0,533,"No","No",2,89.500998158349,"No","No"
"Q9Y2B0",0.453,0.431307969371023,0.60207,0.02218,0.60207,0.62425,1,0,1,1,15,16,0.5054945,0,1.122,182,"Yes","No",0,72.9303400408571,"Yes","No","Q6P3W2",0,0,0,0,0,0,0,0,0,0,0,0,0,149,"No","No",0,80.0200456208054,"No","No"
"P49746",0.452,2.3001836923272,0.99054,0.64313,0.99054,1.12634,3,1,5,57,83,46,0.832636,0.1108787,1.436,956,"Yes","No",2,57.3905156634017,"Yes","No","Q3SXZ3",0,0,0,0,0,0,0,0,0,0,0,0,0,478,"No","No",3,88.8469927442469,"No","No"
"Q12959",0.452,1.1902208640374,0.86924,0.80849,0.86924,1.3041,1,1,9,19,51,32,0.9181416,0.6626106,1.37,904,"Yes","No",9,80.1606547292434,"Yes","No","Q8TF32",0,0,0,0,0,0,0,0,0,0,0,0,0,576,"No","No",2,91.7313815136458,"No","No"
"Q9Y3A4",0.452,0.179711355633537,0.99758,0.86152,0.99758,1.00631,1,1,2,7,47,24,0.2464286,0.5678571,1.113,280,"Yes","No",4,94.16267686975,"Yes","Yes","Q96CS2",0,0,0,0,0,0,0,0,0,0,0,0,0,278,"No","No",0,94.0537993276978,"No","Yes"
"O43280",0.452,2.40316243754033,0.7721,0.63097,0.7721,0.87372,1,1,2,5,74,28,0.554030874785592,0.0737564322469982,1.057,583,"Yes","No",10,46.0182070653482,"Yes","No","Q9H114",0,0,0,0,0,0,0,0,0,0,0,0,0,145,"No","No",4,80.4892627391035,"No","No"
"P02790",0.451,1.74773290398242,0.73835,0.64938,0.73835,0.85777,1,1,3,10,55,22,0.575757575757576,0.363636363636364,1.11,462,"Yes","No",11,56.133351350368,"Yes","No","Q99584",0,0,0,0,0,0,0,0,0,0,0,0,0,98,"No","No",2,79.0265977523469,"No","No"
"Q6PCB0",0.451,1.4203146229542,0.78847,0.14337,0.78847,0.93184,1,0,1,25,48,30,0.07865169,0,1.045,445,"Yes","No",6,61.2764427618112,"Yes","No","O43921",0,0,0,0,0,0,0,0,0,0,0,0,0,213,"No","Yes",1,82.1886098731455,"No","No"
"P09341",0.451,0.0781199998779211,0.01996,0.72372,0.72372,0.74368,0,1,1,7,18,13,0,0.205607476635514,0.925,107,"Yes","No",2,89.5222562934579,"Yes","No","Q075Z2",0,0,0,0,0,0,0,0,0,0,0,0,0,132,"No","No",2,90.1033911098485,"No","No"
"P55211",0.451,1.43633301614152,0.82027,0.10794,0.82027,0.86539,1,0,3,62,71,24,0.6923077,0,1.292,416,"Yes","No",13,62.0692068334375,"Yes","No","O15492",0,0,0,0,0,0,0,0,0,0,0,0,0,202,"No","No",2,82.4010676764356,"No","No"
"Q92876",0.451,1.41601539764877,0.71405,0.96938,0.96938,1.39699,1,1,8,8,81,36,0.5901639,0.5491803,1.795,244,"Yes","No",2,56.5621709966885,"Yes","No","P49223",0,0,0,0,0,0,0,0,0,0,0,0,0,89,"No","Yes",3,79.2306925419101,"No","No"
"O75146",0.451,1.73425909506654,0.66675,0.80043,0.80043,0.86222,1,1,2,16,49,19,0.0908239700374531,0.343632958801498,0.922,1068,"Yes","No",10,76.3451037878464,"Yes","No","Q96ND8",0,0,0,0,0,0,0,0,0,0,0,0,0,569,"No","No",2,92.5088991619332,"No","No"
"P22061",0.451,1.94645110274076,0.66221,0.15864,0.66221,0.82085,1,0,1,2,42,22,0.361233480176211,0,0.89,227,"Yes","No",1,47.0702664228634,"Yes","No","P80294",0,0,0,0,0,0,0,0,0,0,0,0,0,61,"No","No",1,78.8778920442623,"No","No"
"P31153",0.451,1.62299599027037,1.43161,0.93952,1.43161,1.69606,4,1,5,146,111,53,0.08860759,0.2886076,2.172,395,"Yes","No",4,43.8036096349266,"Yes","Yes","O43592",0,0,0,0,0,0,0,0,0,0,0,0,0,962,"No","No",0,48.4463730965613,"No","Yes"
"A6NNW6",0.45,1.61113422170405,1.22305,1.11154,1.22305,1.25171,1,3,4,59,106,48,0.4544,0.1312,1.482,625,"Yes","No",3,62.1072355469792,"Yes","No","P43366",0,0,0,0,0,0,0,0,0,0,0,0,0,347,"No","No",1,85.7911620928703,"No","No"
"P55210",0.45,0.950811817602993,0.65911,1.05229,1.05229,1.12077,1,3,3,54,49,45,0.2277228,0.4158416,1.405,303,"Yes","No",3,66.4611352489769,"Yes","No","Q7Z4S9",0,0,0,0,0,0,0,0,0,0,0,0,0,175,"No","No",0,81.1054487089143,"No","No"
"Q06210",0.45,2.6225529941624,0.80118,1.12688,1.12688,1.87976,1,1,8,59,121,57,0.8011445,0.6065808,1.47,699,"Yes","No",9,45.3553565380286,"Yes","No","O43665",0,0,0,0,0,0,0,0,0,0,0,0,0,181,"No","No",0,81.4758089920994,"No","No"
"Q9Y6T7",0.45,1.80719280080358,0.777,1.21919,1.21919,1.91639,1,3,5,53,98,43,0.699005,0.4228856,1.546,804,"Yes","No",1,62.861759946495,"Yes","No","Q9NQX6",0,0,0,0,0,0,0,0,0,0,0,0,0,463,"No","No",3,88.62934368727,"No","No"
"P25325",0.449,1.88194387283135,1.03558,1.2399,1.2399,2.27548,3,1,4,113,88,62,0.606060606060606,0.575757575757576,1.678,297,"Yes","No",1,49.3479755732997,"Yes","No","P80297",0,0,0,0,0,0,0,0,0,0,0,0,0,61,"No","No",0,78.9890648409836,"No","No"
"P22087",0.449,0.417903348267537,0.17851,0.88787,0.88787,1.06638,0,1,2,16,31,30,0,0.582554517133956,1.079,321,"Yes","No",0,72.2975026685047,"Yes","Yes","P55036",0,0,0,0,0,0,0,0,0,0,0,0,0,377,"No","No",0,78.815554598992,"No","Yes"
"O75792",0.448,1.30968682664924,0.64567,0.18497,0.64567,0.83064,1,0,1,15,44,25,0.107023411371237,0,1.163,299,"Yes","No",14,62.6016473231773,"Yes","No","A6NCL2",0,0,0,0,0,0,0,0,0,0,0,0,0,159,"No","No",3,81.919441424,"No","No"
"P51857",0.448,2.2095903094365,0.93732,0.72639,0.93732,0.93732,1,1,3,20,61,25,0.6104294,0.4969325,1.416,326,"Yes","No",6,44.4487839384847,"Yes","No","Q8N339",0,0,0,0,0,0,0,0,0,0,0,0,0,61,"No","No",2,79.3399287540984,"No","No"
"Q86YW0",0.448,2.31257249127021,1.00994,0.9306,1.00994,1.08503,1,3,9,21,75,53,0.8322368,0.78125,1.423,608,"Yes","No",9,49.0218610332895,"Yes","No","Q2M2D7",0,0,0,0,0,0,0,0,0,0,0,0,0,210,"No","No",2,82.700564818981,"No","No"
"P27539",0.447,0.946042120314457,0.68938,1.07915,1.07915,1.15009,1,2,3,35,58,26,0.438172043010753,0.422043010752688,1.479,372,"Yes","No",8,69.7085337990054,"Yes","No","Q6UYE1",0,0,0,0,0,0,0,0,0,0,0,0,0,221,"No","No",1,82.9296894056109,"No","No"
"Q13769",0.447,0.731088206874673,0.66796,0.78608,0.78608,0.91544,1,1,3,23,97,25,0.5885798,0.3572474,0.975,683,"Yes","No",4,71.5144425017804,"Yes","Yes","Q13895",0,0,0,0,0,0,0,0,0,0,0,0,0,437,"No","No",7,74.9187438799085,"No","Yes"
"Q8N6M6",0.447,2.19807684487807,1.09836,1.03767,1.09836,1.7611,3,1,6,51,120,64,0.6495726,0.7020757,2.05,819,"Yes","No",1,55.7434998328107,"Yes","No","B4DX44",0,0,0,0,0,0,0,0,0,0,0,0,0,427,"No","No",3,87.746612666089,"No","No"
"P07996",0.447,2.46931981032554,1.02106,0.74227,1.02106,1.04179,3,1,5,64,83,48,0.877777777777778,0.833333333333333,1.414,1170,"Yes","No",5,61.9998169222393,"Yes","No","Q96T49",0,0,0,0,0,0,0,0,0,0,0,0,0,567,"No","No",0,92.0601203456896,"No","No"
"Q6QHF9",0.447,2.32021967056963,0.9237,1.75163,1.75163,2.67533,3,3,5,53,153,64,0.08806262,0.146771,2.078,511,"Yes","No",5,46.0358607081135,"Yes","No","Q8TAP4",0,0,0,0,0,0,0,0,0,0,0,0,0,145,"No","No",0,80.8550946371034,"No","No"
"Q8NDN9",0.447,2.37808579605833,0,0.62549,0.62549,0.62549,0,1,1,8,16,18,0,0.3578154,0.843,531,"Yes","No",9,46.218576272855,"Yes","No","Q8WXG8",0,0,0,0,0,0,0,0,0,0,0,0,0,99,"No","No",1,80.1293435518182,"No","No"
"Q9UBR1",0.446,2.06786860607247,0.81417,0.61886,0.81417,0.96338,1,1,4,33,75,25,0.5104167,0.1067708,1.305,384,"Yes","No",4,48.3204031395208,"Yes","No","Q17RB0",0,0,0,0,0,0,0,0,0,0,0,0,0,113,"No","No",1,80.6087292212389,"No","No"
"P05976",0.446,0.355725465907107,0.02058,0.80046,0.80046,0.82104,0,1,1,3,25,20,0,0.402061855670103,0.911,194,"Yes","No",2,76.2853618079381,"Yes","No","O14950",0,0,0,0,0,0,0,0,0,0,0,0,0,172,"No","No",0,81.9845498052326,"No","No"
"P17612",0.446,1.89574476407879,0.78938,0.82847,0.82847,0.96437,1,1,2,32,59,32,0.205128205128205,0.658119658119658,1.312,351,"Yes","No",2,50.7331607288262,"Yes","No","Q9NPA8",0,0,0,0,0,0,0,0,0,0,0,0,0,101,"No","No",0,80.3390562207921,"No","No"
"P19404",0.446,0.718454456541033,0.89609,0.14576,0.89609,1.04185,1,0,1,25,36,24,0.534136546184739,0,1.061,249,"Yes","No",6,71.2101708886345,"Yes","No","P33764",0,0,0,0,0,0,0,0,0,0,0,0,0,101,"No","No",3,80.8185094683168,"No","No"
"P29401",0.446,2.87839059195259,0.88319,0.79869,0.88319,0.95012,5,1,8,64,103,85,0.810593900481541,0.61637239165329,1.648,623,"Yes","No",7,38.755115706382,"Yes","No","Q96GE6",0,0,0,0,0,0,0,0,0,0,0,0,0,196,"No","No",0,82.4916675632653,"No","No"
"Q14232",0.446,1.34379603681764,0.76533,0.32639,0.76533,1.09172,1,0,2,6,61,26,0.652459,0,1.074,305,"Yes","No",7,48.3800704245115,"Yes","Yes","Q9BZL1",0,0,0,0,0,0,0,0,0,0,0,0,0,73,"No","No",0,67.4516686265753,"No","Yes"
"Q9Y617",0.446,2.23309771467719,0.93776,1.75929,1.75929,1.76562,1,2,4,75,66,39,0.2702703,0.3297297,1.832,370,"Yes","No",7,45.3091493386378,"Yes","No","O95969",0,0,0,0,0,0,0,0,0,0,0,0,0,90,"No","No",1,80.20001153,"No","No"
"Q5TA45",0.446,1.0431090911254,0.82457,1.42904,1.42904,2.13584,3,1,7,48,119,43,0.395,0.465,1.831,600,"Yes","No",5,51.02134041917,"Yes","Yes","O94829",0,0,0,0,0,0,0,0,0,0,0,0,0,963,"No","No",1,48.6054616955202,"No","Yes"
"Q9NRG1",0.446,1.45935373063339,0.61735,0.82334,0.82334,0.98578,1,1,2,13,47,23,0.3111111,0.16,1.366,225,"Yes","No",2,56.7705490258933,"Yes","No","P50238",0,0,0,0,0,0,0,0,0,0,0,0,0,77,"No","No",1,80.3050973337662,"No","No"
"Q9P0Z9",0.445,2.26929986222275,1.23124,1.83677,1.83677,3.06801,3,4,9,66,132,99,0.5846154,0.6410256,2.177,390,"Yes","No",3,44.8998329489385,"Yes","No","O60739",0,0,0,0,0,0,0,0,0,0,0,0,0,113,"No","No",0,80.7140137642478,"No","No"
"P48426",0.445,1.33734712130318,0.24248,1.08114,1.08114,1.32362,0,1,2,41,59,29,0,0.5197044,1.217,406,"Yes","No",2,62.573484464335,"Yes","No","Q9UMX5",0,0,0,0,0,0,0,0,0,0,0,0,0,172,"No","No",0,82.1291133098837,"No","No"
